ferme_direction,tonnage_class,tonnage,pointcall,year,homeport_state_1789_fr,homeport,ferme_bureau,flag,pointcall_province,pointcall_action,pointcall_admiralty
,[51-100],60,Dunkerque,1789,France,Noirmoutier,,French,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,France,Saint Briac,,French,Flandre,out,Dunkerque
,[101-200],180,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1789,Grande-Bretagne,Leith,,British,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,Grande-Bretagne,Padstow,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],77,Dunkerque,1789,France,Saint Briac,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Wells,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Grande-Bretagne,Wells,,British,Flandre,out,Dunkerque
,[101-200],155,Dunkerque,1789,Danemark,Song,,Danish/Norwegian,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Harwich,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,Grande-Bretagne,Sandwich,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Brest,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Croisic,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Southampton,,British,Flandre,out,Dunkerque
,[101-200],180,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],145,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],87,Dunkerque,1789,Grande-Bretagne,Barmouth,,British,Flandre,out,Dunkerque
,[51-100],75,Dunkerque,1789,Grande-Bretagne,Barmouth,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Moutross,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,,Copenhague,,Danish/Norwegian,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Chichester,,British,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,France,Isle Dieu,,French,Flandre,out,Dunkerque
,[51-100],66,Dunkerque,1789,France,Rocquedeteau,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Wells,,British,Flandre,out,Dunkerque
,[51-100],76,Dunkerque,1789,Grande-Bretagne,Wells,,British,Flandre,out,Dunkerque
,[51-100],86,Dunkerque,1789,Grande-Bretagne,Lynn,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,France,Saint Malo,,French,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,France,Nantes,,French,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],300,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
,[21-50],46,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,Duché de Mecklenbourg,Rebnitz [Ribnitz],,Mecklenburg,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],44,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,France,Saint Malo,,French,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,Grande-Bretagne,Jersey,,British,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1789,Grande-Bretagne,Ipswith,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Provinces-Unies,Rotterdam,,Dutch,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Danemark,Redeness [Osterrisør],,Danish,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],48,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],145,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1789,France,Saint Brieux,,French,Flandre,out,Dunkerque
,[101-200],160,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Dundee,,British,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,France,Bayonne,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Glascow,,British,Flandre,out,Dunkerque
,[101-200],120,Dunkerque,1789,Grande-Bretagne,Scherboroug,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,Grande-Bretagne,Liverpool,,British,Flandre,out,Dunkerque
,[201-500],350,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],145,Dunkerque,1789,Grande-Bretagne,Southampton,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,Grande-Bretagne,Cardegan,,British,Flandre,out,Dunkerque
,[201-500],230,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],62,Dunkerque,1789,France,Noirmoutier,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[51-100],85,Dunkerque,1789,Grande-Bretagne,Dumbarton,,British,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],35,Dunkerque,1789,France,Honfleur,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Fécamp,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,France,Nantes,,French,Flandre,out,Dunkerque
,[21-50],38,Dunkerque,1789,France,Paimpol,,French,Flandre,out,Dunkerque
,[101-200],140,Dunkerque,1789,France,Dieppe,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Ars,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Marennes,,French,Flandre,out,Dunkerque
,[101-200],105,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Sunderland,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Whitby,,British,Flandre,out,Dunkerque
,[21-50],35,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Danemark,Christiansand,,Danish/Norwegian,Flandre,out,Dunkerque
,[21-50],49,Dunkerque,1789,France,Brehat,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,Grande-Bretagne,Newcastle,,British,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,Danemark,Christiania,,Danish/Norwegian,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Marennes,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Falmouth,,British,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,Grande-Bretagne,Cork,,British,Flandre,out,Dunkerque
,[21-50],42,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,France,Plassac,,French,Flandre,out,Dunkerque
,[201-500],350,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],160,Dunkerque,1789,France,Rouen,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,France,Honfleur,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,France,Vannes,,French,Flandre,out,Dunkerque
,[201-500],206,Dunkerque,1789,France,Fécamp,,French,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],85,Dunkerque,1789,France,Rhuis,,French,Flandre,out,Dunkerque
,[101-200],138,Dunkerque,1789,France,Nantes,,French,Flandre,out,Dunkerque
,[201-500],250,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],230,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],75,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],75,Dunkerque,1789,Provinces-Unies,Nieuwendam,,Dutch,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,France,Quiberon,,French,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,France,Saint Malo,,French,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1789,,Schersmonke,,Dutch,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Weymins,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[101-200],115,Dunkerque,1789,France,Boulogne,,French,Flandre,out,Dunkerque
,[51-100],75,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],200,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],24,Dunkerque,1789,France,Cherbourg,,French,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Grande-Bretagne,Leith,,British,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],140,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],300,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],220,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],220,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],200,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],118,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],240,Dunkerque,1789,France,Sète,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Lorient,,French,Flandre,out,Dunkerque
,[21-50],36,Dunkerque,1789,France,Boulogne,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Caen,,French,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,France,Fécamp,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Brest,,French,Flandre,out,Dunkerque
,[51-100],66,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[21-50],48,Dunkerque,1789,France,Aberilduc,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Lorient,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Havre,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Fécamp,,French,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,France,Plassac,,French,Flandre,out,Dunkerque
,[201-500],240,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],200,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],74,Dunkerque,1789,France,Cherbourg,,French,Flandre,out,Dunkerque
,[201-500],220,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],105,Dunkerque,1789,Danemark,Appenrade,,Danish/Norwegian,Flandre,out,Dunkerque
,[21-50],42,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[21-50],29,Dunkerque,1789,,Dedime,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,Provinces-Unies,Amsterdam,,Dutch,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[51-100],92,Dunkerque,1789,Provinces-Unies,Amsterdam,,Dutch,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[21-50],45,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],28,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Provinces-Unies,Terver,,Dutch,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[21-50],32,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Douvres,,British,Flandre,out,Dunkerque
,[201-500],250,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],260,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],220,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],350,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],200,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],72,Dunkerque,1789,France,Conquet,,French,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,France,Boulogne,,French,Flandre,out,Dunkerque
,[51-100],64,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[101-200],120,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],75,Dunkerque,1789,France,Roquedeteau,,French,Flandre,out,Dunkerque
,[51-100],99,Dunkerque,1789,France,Roquedeteau,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Aberdeen,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Aberden,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Aberdeen,,British,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,France,Boulogne,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Rochester,,British,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,Grande-Bretagne,Newcastle,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[21-50],32,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[21-50],35,Dunkerque,1789,France,Saint Malo,,French,Flandre,out,Dunkerque
,[51-100],52,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,Provinces-Unies,Amsterdam,,Dutch,Flandre,out,Dunkerque
,[51-100],70,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[1-20],20,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,Autriche,Nieuport,,Austrian NL,Flandre,out,Dunkerque
,[21-50],38,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],50,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,Autriche,Ostende,,Austrian NL,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Havre,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,France,Saint Brieux,,French,Flandre,out,Dunkerque
,[51-100],83,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],30,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],300,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[101-200],160,Dunkerque,1789,Grande-Bretagne,Dublin,,British,Flandre,out,Dunkerque
,[101-200],115,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Margate,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Folkstone,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Hull,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Lorient,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Folkstone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Lee,,British,Flandre,out,Dunkerque
,[1-20],6,Dunkerque,1789,France,Fécamp,,French,Flandre,out,Dunkerque
,[51-100],55,Dunkerque,1789,France,Conquet,,French,Flandre,out,Dunkerque
,[201-500],270,Dunkerque,1789,Provinces-Unies,Amsterdam,,Dutch,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],96,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],115,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[101-200],110,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],100,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[51-100],96,Dunkerque,1789,Grande-Bretagne,Londres,,British,Flandre,out,Dunkerque
,[201-500],300,Dunkerque,1789,Grande-Bretagne,Glascow,,British,Flandre,out,Dunkerque
Lille,[21-50],45,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,out,Dunkerque
Lille,[21-50],45,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,out,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
Lille,[1-20],2,Gravelines,1789,France,Gravelines,Gravelines,French,Flandre,sailing around,Dunkerque
,[51-100],90,Dunkerque,1789,France,Azon,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[201-500],280,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],63,Dunkerque,1789,France,Morlaix,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Duché d'Oldenbourg,Holdenbourg  [Oldenbourg],,Oldenburguese,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Nantes,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Paimpol,,French,Flandre,out,Dunkerque
,[101-200],107,Dunkerque,1789,Danemark,Tonsberg,,Danish/Norwegian,Flandre,out,Dunkerque
,[21-50],36,Dunkerque,1789,France,Morlaix,,French,Flandre,out,Dunkerque
,[51-100],61,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,France,Roque de Thau,,French,Flandre,out,Dunkerque
,[51-100],57,Dunkerque,1789,France,Libourne,,French,Flandre,out,Dunkerque
,[51-100],95,Dunkerque,1789,France,Brest,,French,Flandre,out,Dunkerque
,[21-50],25,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Conquet,,French,Flandre,out,Dunkerque
,[101-200],130,Dunkerque,1789,Grande-Bretagne,Penzance,,British,Flandre,out,Dunkerque
,[51-100],90,Dunkerque,1789,,Kellybegg,,NonFrench,Flandre,out,Dunkerque
,[101-200],150,Dunkerque,1789,Grande-Bretagne,Yarmouth,,British,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[21-50],40,Dunkerque,1789,France,Dunkerque,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,France,Lorient,,French,Flandre,out,Dunkerque
,[51-100],80,Dunkerque,1789,France,Saint Savinien,,French,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[51-100],60,Dunkerque,1789,Duché d'Oldenbourg,Oldenbourg,,Oldenburguese,Flandre,out,Dunkerque
,[51-100],65,Dunkerque,1789,,Schermour-ko,,Dutch,Flandre,out,Dunkerque
,[21-50],38,Dunkerque,1789,France,Lannion,,French,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Malden,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Folkstone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Whitstable,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Deal,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Folkstone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Folkstone,,British,Flandre,out,Dunkerque
,[1-20],12,Dunkerque,1789,Grande-Bretagne,Wisenoe [Wivenhoe],,British,Flandre,out,Dunkerque
