flag,homeport_state_1789_fr,destination_ferme_bureau,year,destination_ferme_direction,destination,departure_action,homeport,departure_state_1789_fr,destination_action,departure_ferme_direction,tonnage_class,tonnage,departure,destination_state_1789_fr,departure_ferme_bureau
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],55,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],55,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],60,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],70,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],70,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],61,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],30,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,La Rochelle,France,in,Bordeaux,[51-100],57,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,La Rochelle,France,in,,[51-100],57,Dunkerque,France,
French,France,,1787,,Dunkerque,out,La Rochelle,France,in,Bordeaux,[51-100],57,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,La Rochelle,France,in,,[51-100],57,Dunkerque,France,
French,France,,1787,,Dunkerque,out,La Rochelle,France,in,Bordeaux,[51-100],57,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],35,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],35,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[1-20],18,Rouen,France,Rouen
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[21-50],25,Dunkerque,France,
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[1-20],6,Dunkerque,France,
French,France,Cherbourg,1787,Caen,Cherbourg,out,Cherbourg,France,in,,[101-200],138,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],38,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[51-100],75,Rouen,France,Rouen
French,France,Lorient,1787,Lorient,Lorient,out,Lorient,France,in,,[51-100],55,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Lorient,France,in,Bordeaux,[21-50],50,Bordeaux,France,Bordeaux
French,France,Nantes,1787,Nantes,Nantes,out,Noirmoutier,France,in,,[51-100],75,Dunkerque,France,
French,France,Nantes,1787,Nantes,Nantes,out,Noirmoutier,France,in,,[51-100],75,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[51-100],75,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[51-100],75,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dieppe,France,in,La Rochelle,[101-200],155,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],88,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],89,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],90,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[101-200],116,Marennes,France,Marennes
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[51-100],60,Dunkerque,France,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[1-20],12,Dunkerque,Autriche,
French,France,Nantes,1787,Nantes,Nantes,out,Noirmoutier,France,in,,[21-50],36,Dunkerque,France,
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[1-20],4,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Nantes,France,in,La Rochelle,[101-200],133,Noirmoutier,France,Sables d'Olonne
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],77,Marennes,France,Marennes
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[21-50],46,Dunkerque,France,
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[51-100],95,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Le Havre,France,in,La Rochelle,[51-100],80,Marennes,France,Marennes
French,France,Le Havre,1787,Rouen,Le Havre,out,Rouen,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[201-500],260,Dieppe,France,Dieppe
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],90,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],90,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Saint Malo,France,in,,[51-100],75,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[51-100],62,Marennes,France,Marennes
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[21-50],50,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],59,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],59,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Rouen,France,in,Lorient,[51-100],78,Lorient,France,Lorient
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],58,Marennes,France,Marennes
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[51-100],65,Dunkerque,France,
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[1-20],8,Dunkerque,France,
French,France,Lorient,1787,Lorient,Lorient,out,Lorient,France,in,,[51-100],55,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Amiens,[51-100],100,Calais,France,Calais
French,France,Le Havre,1787,Rouen,Le Havre,out,Le Havre,France,in,,[21-50],50,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],40,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],40,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],50,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[21-50],35,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],80,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dieppe,France,in,La Rochelle,[101-200],126,Marennes,France,Marennes
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Bordeaux,France,in,,[101-200],180,Dunkerque,France,
French,France,Dieppe,1787,Rouen,Dieppe,out,Dieppe,France,in,,[51-100],80,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dieppe,France,in,Lorient,[51-100],90,Lorient,France,Lorient
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[51-100],68,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],125,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Lorient,France,in,Bordeaux,[51-100],52,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Lorient,France,in,,[51-100],52,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[201-500],280,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],133,Marennes,France,Marennes
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],30,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],30,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],40,Dieppe,France,Dieppe
French,France,Gravelines,1787,Lille,Gravelines,out,Gravelines,France,in,La Rochelle,[101-200],112,Noirmoutier,France,Sables d'Olonne
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],96,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[101-200],183,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[101-200],186,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[201-500],320,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[201-500],250,Marennes,France,Marennes
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne [sur Mer],France,in,,[1-20],20,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Lorient,France,in,Nantes,[51-100],80,Nantes,France,Nantes
French,France,Lorient,1787,Lorient,Lorient,out,Lorient,France,in,,[51-100],80,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Rouen,[51-100],52,Le Havre,France,Le Havre
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[21-50],40,Dunkerque,France,
French,France,Bayonne,1789,Bayonne,Bayonne,out,Dunkerque,France,in,,[101-200],110,Dunkerque,France,
French,France,Marennes,1789,La Rochelle,Marennes,out,Marennes,France,in,,[51-100],60,Dunkerque,France,
French,France,Bordeaux,1789,Bordeaux,Bordeaux,out,Rocquedeteau,France,in,,[51-100],58,Dunkerque,France,
French,France,,1789,,Dunkerque,out,Roquedeteau,France,in,La Rochelle,[51-100],57,Marennes,France,Marennes
French,France,,1789,,Dunkerque,out,Saint Savinnien,France,in,La Rochelle,[51-100],90,Charente,France,Charente
French,France,,1789,,Gothembourg,out,Dunkerque,France,in,,[101-200],160,Dunkerque,Suède,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Leith,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Marennes,1789,La Rochelle,Marennes,out,Brehat,France,in,,[21-50],48,Dunkerque,France,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Sables d'Olonne,1789,La Rochelle,Ile de Bouin,in-out,Bouin,France,in,Lille,[21-50],35,Gravelines,France,Gravelines
French,France,Nantes,1789,Nantes,Bourgneuf,in-out,Bourgneuf,France,in,Lille,[21-50],40,Gravelines,France,Gravelines
French,France,Lorient,1789,Lorient,Lorient,out,Lorient,France,in,,[51-100],60,Dunkerque,France,
Dutch,Provinces-Unies,,1789,,,out,Peckel,France,in,,[51-100],62,Dunkerque,,
French,France,,1789,,Setubal,out,Dunkerque,France,in,,[51-100],90,Dunkerque,Portugal,
British,Grande-Bretagne,,1789,,Newcastle,out,Dundee,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Newcastle,out,Harwich,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Exeter,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Frédérickshall,out,Blackeney,France,in,,[51-100],100,Dunkerque,Danemark,
Dutch,,,1789,,Embden,out,Schelling Wan,France,in,,[51-100],85,Dunkerque,Prusse,
French,France,Calais,1789,Amiens,Calais,out,Dunkerque,France,in,,[101-200],134,Dunkerque,France,
French,France,Nantes,1789,Nantes,Bourgneuf,out,Noirmoutier,France,in,,[21-50],47,Dunkerque,France,
British,Grande-Bretagne,,1789,,,out,Borrowtones,France,in,,[101-200],180,Dunkerque,,
French,France,,1789,,Dunkerque,out,Saint Malo,France,in,Rouen,[101-200],110,Honfleur,France,Honfleur
,,,1789,,Ostende,out,,France,in,,[51-100],60,Dunkerque,Autriche,
French,France,,1789,,Livourne,out,Dunkerque,France,in,,[101-200],200,Dunkerque,Toscane,
French,,Lorient,1789,Lorient,Lorient,in-out,,France,in,Lille,[51-100],90,Gravelines,France,Gravelines
British,Grande-Bretagne,,1789,,Colchester,out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,,out,Arundell,France,in,,[51-100],70,Dunkerque,,
Dutch,Provinces-Unies,,1789,,Dorn [Dort],out,Dort,France,in,,[101-200],106,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Doort,out,Dort,France,in,,[101-200],106,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Doort,out,Dort,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Doort,out,Dort,France,in,,[51-100],92,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Doort,out,Dort,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Dorn [Dort],out,Dort,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
French,France,,1789,,Cotes du Portugal,in-out,Fécamp,France,in,Lille,[101-200],105,Gravelines,Portugal,Gravelines
British,Grande-Bretagne,,1789,,Colchester,out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,,out,Lée,France,in,,[1-20],12,Dunkerque,,
French,France,Rouen,1789,Rouen,Le Tréport,out,Dunkerque,France,in,,[51-100],60,Dunkerque,France,
French,France,,1789,,Côte d' Angole,out,Dunkerque,France,in,,[201-500],470,Dunkerque,Portugal,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[201-500],350,Dunkerque,France,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[201-500],350,Dunkerque,France,
French,France,Dieppe,1789,Rouen,Saint Valery,out,Dunkerque,France,in,,[21-50],38,Dunkerque,France,
French,France,Charente,1789,La Rochelle,Charente,out,Saint Savinien,France,in,,[51-100],80,Dunkerque,France,
French,France,Dieppe,1789,Rouen,Saint Valery,out,Dunkerque,France,in,,[21-50],46,Dunkerque,France,
French,France,Nantes,1789,Nantes,Nantes,in-out,Isle Dieu,France,in,Lille,[51-100],94,Gravelines,France,Gravelines
French,France,Bayonne,1789,Bayonne,Bayonne,in-out,Isle Dieu,France,in,Lille,[51-100],70,Gravelines,France,Gravelines
French,France,,1789,,Dunkerque,in-out,Flotte en Ré,France,in,La Rochelle,[21-50],42,La Flotte en Ré,France,Saint-Martin île de Ré
French,France,Charente,1789,La Rochelle,Charente,out,Saint Savinien,France,in,,[51-100],90,Dunkerque,France,
French,France,Dieppe,1789,Rouen,Saint Valery,out,Dunkerque,France,in,,[21-50],30,Dunkerque,France,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[101-200],200,Dunkerque,France,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[101-200],200,Dunkerque,France,
USA,Etats-Unis d'Amérique,,1789,,Ile de Mai,out,Portsmouth,France,in,,[201-500],270,Dunkerque,Grande-Bretagne,
USA,Etats-Unis d'Amérique,,1789,,Norfolk,out,Portsmouth,France,in,,[201-500],270,Dunkerque,Etats-Unis d'Amérique,
French,France,Saint-Brieuc,1789,Saint-Malo,Bréhat,in-out,Bréhat,France,in,Lille,[51-100],59,Gravelines,France,Gravelines
British,Grande-Bretagne,,1789,,Hastings,out,Hastings,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,,1789,,Dunkerque,out,Ile d' Yeu,France,in,Nantes,[51-100],60,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
French,France,,1789,,Dunkerque,out,Pornic,France,in,Nantes,[21-50],50,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
French,France,,1789,,Terre Neuve,out,Dunkerque,France,in,,[101-200],120,Dunkerque,Grande-Bretagne,
French,France,Bayonne,1789,Bayonne,Bayonne,in-out,Saint Malo,France,in,Lille,[51-100],70,Gravelines,France,Gravelines
French,France,,1789,,Dunkerque,out,Noirmoutier,France,in,Nantes,[51-100],70,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
British,Grande-Bretagne,,1789,,Banfen,out,Banff,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
French,France,Rochefort,1789,La Rochelle,Rochefort,in-out,Saint Savinien,France,in,Lille,[51-100],62,Gravelines,France,Gravelines
British,Grande-Bretagne,,1789,,Greenwich,out,Greenwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Greenwich,out,Greenwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Greenwich,out,Greenwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Danish/Norwegian,Danemark,,1789,,Moss,out,Song,France,in,,[101-200],155,Dunkerque,Danemark,
British,Grande-Bretagne,,1789,,Rochester,out,Rochester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Greenwich,out,Greenwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Bordeaux,1789,Bordeaux,Bordeaux,in-out,L' Ile Dieu,France,in,Lille,[51-100],60,Gravelines,France,Gravelines
French,France,,1789,,Dunkerque,out,L' Ile Dieu,France,in,Nantes,[51-100],70,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[201-500],220,Dunkerque,France,
French,France,,1789,,Dunkerque,out,Noirmoutier,France,in,La Rochelle,[201-500],280,Ile de Bouin,France,Sables d'Olonne
French,France,,1789,,Dunkerque,out,Bourgneuf,France,in,Nantes,[51-100],80,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
Danish/Norwegian,Danemark,,1789,,Molde,out,Molde,France,in,,[51-100],100,Dunkerque,Danemark,
French,France,,1789,,Dunkerque,out,Dieppe,France,in,Nantes,[51-100],96,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
French,France,Saint-Martin île de Ré,1789,La Rochelle,Saint Martin de Ré,in-out,Saint Martin de Ré,France,in,Lille,[51-100],80,Gravelines,France,Gravelines
French,France,Saint-Martin île de Ré,1789,La Rochelle,Saint Martin de Ré,in-out,Saint Martin de Ré,France,in,Lille,[51-100],80,Gravelines,France,Gravelines
French,France,Saint-Brieuc,1789,Saint-Malo,Erquy,out,Arquy,France,in,,[51-100],68,Dunkerque,France,
French,France,Nantes,1789,Nantes,Bourgneuf,out,Bourneuf,France,in,,[21-50],48,Dunkerque,France,
French,France,Bordeaux,1789,Bordeaux,Bordeaux,in-out,Ouessant,France,in,Lille,[21-50],47,Gravelines,France,Gravelines
Danish/Norwegian,Danemark,,1789,,Netteroe,out,Netteroe [Nøtterøy],France,in,,[101-200],125,Dunkerque,Danemark,
Danish/Norwegian,Danemark,,1789,,Netteroe,out,Netteroé  [Nøtterøy],France,in,,[101-200],125,Dunkerque,Danemark,
Papenburg,Evêché de Münster,,1789,,Baltique,out,Papenberg,France,in,,[101-200],160,Dunkerque,zone maritime,
French,France,Dieppe,1789,Rouen,Saint Valery,out,Dunkerque,France,in,,[51-100],58,Dunkerque,France,
French,France,,1789,,Dunkerque,out,Saint Gilles sur Vie,France,in,Nantes,[51-100],63,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
French,France,Sables d'Olonne,1789,La Rochelle,Saint Gilles sur Vie,out,Saint Gilles,France,in,,[51-100],63,Dunkerque,France,
French,France,Charente,1789,La Rochelle,Charente,out,Charente,France,in,,[51-100],65,Dunkerque,France,
British,Grande-Bretagne,,1789,,,out,Whivenor  [Wivenhoe],France,in,,[1-20],12,Dunkerque,,
British,Grande-Bretagne,,1789,,Weymouth,out,Waymouth,France,in,,[51-100],65,Dunkerque,Grande-Bretagne,
French,France,,1789,,Pointe à Pitre,out,Dunkerque,France,in,,[101-200],140,Dunkerque,France,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[101-200],110,Dunkerque,France,
French,France,,1789,,Saint Domingue,out,Dunkerque,France,in,,[201-500],250,Dunkerque,France,
British,Grande-Bretagne,,1789,,Wells,out,Wells,France,in,,[51-100],76,Dunkerque,Grande-Bretagne,
French,France,,1789,,Newbedfort,out,Dunkerque,France,in,,[201-500],350,Dunkerque,Etats-Unis d'Amérique,
French,France,Saint-Brieuc,1789,Saint-Malo,Saint Brieux,out,Saint Brieux,France,in,,[51-100],80,Dunkerque,France,
French,France,,1789,,Tabago,out,Dunkerque,France,in,,[201-500],300,Dunkerque,France,
British,Grande-Bretagne,Charente,1789,La Rochelle,Charente,out,Londres,France,in,,[101-200],110,Dunkerque,France,
French,France,Lorient,1789,Lorient,Lorient,in-out,Lorient,France,in,Lille,[51-100],64,Gravelines,France,Gravelines
French,France,,1789,,Dunkerque,out,Nantes,France,in,Nantes,[51-100],60,Beauvoir-sur-Mer,France,Beauvoir-sur-Mer
British,Grande-Bretagne,,1789,,Nordberg,out,Malden,France,in,,[1-20],12,Dunkerque,Suède,
British,Grande-Bretagne,,1789,,Colchester,out,Colchester,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lynn,out,Lynn,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Malden,out,Malden,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lynn,out,Lynn,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
French,France,,1789,,Sainte Lucie,out,Dunkerque,France,in,,[101-200],118,Dunkerque,France,
British,Grande-Bretagne,,1789,,Greenock,out,Greenock,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
