destination,year,tonnage,tonnage_class,departure_action,destination_action,flag,homeport_state_1789_fr,homeport,departure
Barcelonne,1787,130,[101-200],in-out,in,French,France,Dunkerque,Malaga
Côte de Bretagne,1787,40,[21-50],out,in,French,France,Saint Malo,Saint Malo
La Rochelle,1787,35,[21-50],out,in,French,,,Port Bail
Cherbourg,1787,30,[21-50],out,in,French,,,Granville
Italie,1787,,,out,in,French,,,Bastia
Bernières,1787,10,[1-20],out,in,French,France,Courseulles,Granville
Le Havre,1787,30,[21-50],out,in,French,,,Rouen
Italie,1787,,,out,in,French,,,Ajaccio
Dunkerque,1787,110,[101-200],out,in,French,France,Saint Savinien,Charente
Granville,1787,60,[51-100],out,in,French,,,Dieppe
Santander,1787,120,[101-200],out,in,French,France,Rouen,Le Havre
Lorient,1787,18,[1-20],out,in,French,France,Quiberon,Charente
Fécamp,1787,42,[21-50],out,in,French,,,Le Havre
Dieppe,1787,44,[21-50],out,in,French,France,Île d' Arz,Nantes
Cherbourg,1787,15,[1-20],out,in,French,France,La Hougue,Honfleur
Frédérickstad,1787,160,[101-200],out,in,Danish/Norwegian,Danemark,Norvège,Granville
Mediterranée,1787,,,out,in,French,,,Bastia
Barcelonne,1787,80,[51-100],out,in,French,France,Dieppe,Dieppe
Ecosse,1787,94,[51-100],out,in,Dutch,,,Dieppe
Dieppe,1787,8,[1-20],out,in,French,France,La Hougue,Binic
Oléron,1787,50,[21-50],out,in,French,France,Libourne,Rochefort
Marseille,1787,180,[101-200],in-out,in,French,France,Dunkerque,Barcelonne
Mastrand,1787,154,[101-200],out,in,Swedish,Suède,Stockholm,Nantes
Jersey,1787,2,[1-20],out,in,British,Grande-Bretagne,Jersey,Granville
Saint Pol,1787,35,[21-50],in-out,in,French,France,Îsle d' Arz,Saint Brieux
Port en Bessin,1787,48,[21-50],out,in,French,,,Dieppe
Le Havre,1787,95,[51-100],out,in,French,,,Honfleur
Fécamp,1787,52,[51-100],out,in,French,,,Honfleur
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,British,Grande-Bretagne,Woodbrige,Dunkerque
Harfleur,1787,3,[1-20],out,in,French,,,Quillebeuf
Pont l' Abbé,1787,180,[101-200],out,in,French,,Porthieux,Brest
Bruges,1787,68,[51-100],in-out,in,Dutch,Provinces-Unies,Amsterdam,Ostende
La Rochelle,1787,50,[21-50],out,in,French,France,Carnac,Nantes
Oléron,1787,50,[21-50],out,in,French,France,Carnac,La Rochelle
Ile de Ré,1787,70,[51-100],out,in,French,France,Granville,La Rochelle
La Rochelle,1787,20,[1-20],out,in,French,France,La Rochelle,La Rochelle
Le Croisic,1787,14,[1-20],out,in,French,France,Baden,La Rochelle
Saint Martin de Ré,1787,108,[101-200],out,in,French,France,Granville,La Rochelle
Le Havre,1787,6,[1-20],out,in,French,France,La Hougue,Le Havre
Chateaulin,1787,12,[1-20],out,in,French,France,Paimpol,Brest
Rouen,1787,40,[21-50],in-out,in,French,France,Saint Savinien,Le Havre
Bordeaux,1787,48,[21-50],out,in,French,France,Brest,Brest
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
La Rochelle,1787,40,[21-50],out,in,French,France,La Rochelle,La Rochelle
Angleterre,1787,2,[1-20],out,in,British,,,Boulogne sur Mer
Charente,1787,25,[21-50],out,in,French,France,Port d' Envaux,La Rochelle
Bordeaux,1787,30,[21-50],out,in,French,France,Quiberon,Charente
Touques,1787,25,[21-50],in-out,in,French,,,Quillebeuf
Touques,1787,25,[21-50],in-out,in,French,,,Quillebeuf
Touques,1787,25,[21-50],in-out,in,French,,,Pont Audemer
Le Havre,1787,25,[21-50],out,in,French,,,Quillebeuf
Cotes du Portugal,1787,200,[101-200],in-out,in,French,France,Port Vendres,Italie
Cotes du Portugal,1787,200,[101-200],in-out,in,French,France,Port Vendres,Espagne [Mediterranean]
Cotes du Portugal,1787,200,[101-200],in-out,in,French,France,Port Vendres,Morée
Oléron,1787,48,[21-50],out,in,French,France,Charente,Charente
Aligre de Marans,1787,30,[21-50],out,in,French,France,Saint Martin de Ré,Saint Martin de Ré
Abbeville,1787,40,[21-50],out,in,French,France,Le Conquet,La Rochelle
Ribérou [Saujon],1787,16,[1-20],out,in,French,France,Oléron,La Rochelle
Angleterre,1787,2,[1-20],out,in,British,,,Boulogne sur Mer
Le Havre,1787,38,[21-50],out,in,French,,,Quillebeuf
Cancale,1787,3,[1-20],out,in,French,,,Granville
Granville,1787,210,[201-500],in-out,in,French,France,Granville,Le Havre
Angleterre,1787,2,[1-20],out,in,British,,,Boulogne sur Mer
Sables d' Olonne,1787,40,[21-50],out,in,French,France,Île aux Moines,Rochefort
Cherbourg,1787,48,[21-50],out,in,French,,,Granville
Douvres,1787,2,[1-20],out,in,British,Grande-Bretagne,Douvres,Calais
Rochefort,1787,60,[51-100],out,in,French,France,Le Croisic,Nantes
Angleterre,1787,12,[1-20],out,in,British,Grande-Bretagne,Folkestone,Boulogne sur Mer
Christianstad,1787,69,[51-100],out,in,Danish/Norwegian,,,Le Havre
Bourgneuf,1787,28,[21-50],out,in,French,France,Noirmoutier,Nantes
Cherbourg,1787,60,[51-100],out,in,French,France,Dieppe,Dieppe
Saint Martin de Ré,1787,120,[101-200],out,in,French,France,Granville,La Rochelle
Illanos [Llanes],1787,14,[1-20],out,in,Spanish,,Bermeo,Bayonne
Bordeaux,1787,46,[21-50],out,in,French,France,Roscoff,Brest
Italie,1787,,,out,in,French,,,Ajaccio
Port en Bessin,1787,8,[1-20],out,in,French,,,Le Havre
Saint Martin de Ré,1787,90,[51-100],out,in,French,France,Saint Malo,La Rochelle
Paimpol,1787,150,[101-200],out,in,French,France,Paimpol,Brest
Lisbonne [mais: Angleterre],1787,12,[1-20],out,in,NonFrench,,Schourdun,Dunkerque
Saint Jagu [Saint Jacut],1787,6,[1-20],out,in,French,,,Granville
La Rochelle,1787,45,[21-50],out,in,French,France,Carnac,Nantes
Granville,1787,30,[21-50],out,in,French,,,Le Havre
Angleterre,1787,2,[1-20],out,in,British,,,Boulogne sur Mer
Courseulles,1787,8,[1-20],out,in,French,France,Courseulles,Courseulles
Morlaix,1787,27,[21-50],out,in,French,France,Quiberon,Charente
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Arzon,Ribérou [Saujon]
Hennebont,1787,36,[21-50],out,in,French,France,Ile aux Moines,Rouen
Sables d' Olonne,1787,20,[1-20],out,in,French,France,La Rochelle,Sables d' Olonne
Sables d' Olonne,1787,16,[1-20],out,in,French,France,Sables D' Olonne,Sables d' Olonne
Cote d' or,1787,140,[101-200],out,in,French,,,Le Havre
Sables d' Olonne,1787,16,[1-20],out,in,French,France,Sables d' Olonne,Sables d' Olonne
Arzon,1787,18,[1-20],out,in,French,France,Arzon,Lorient
Ile de Ré,1787,28,[21-50],out,in,French,France,Saint Savinien,Charente
Rouen,1787,65,[51-100],out,in,French,France,Argenton,Bayonne
Rouen,1787,50,[21-50],out,in,French,France,Saint Savinien,Bordeaux
Rochefort,1787,50,[21-50],in-out,in,French,France,Redon,La Teste
La Teste,1787,55,[51-100],out,in,French,France,Redon,Charente
Sables d' Olonne,1787,45,[21-50],out,in,French,France,Nantes,La Rochelle
Oléron,1787,45,[21-50],out,in,French,France,Nantes,Rochefort
Libourne,1787,44,[21-50],in-out,in,French,France,Libourne,Bordeaux
Libourne,1787,44,[21-50],out,in,French,France,Libourne,Brest
Rouen,1787,49,[21-50],out,in,French,France,Lorient,Nantes
La Rochelle,1787,30,[21-50],out,in,French,France,Lorient,Nantes
,1787,45,[21-50],out,in,French,France,Aber Ildut,Aber Ildut
,1787,50,[21-50],out,in,French,France,Le Conquet,Aber Ildut
Sables d' Olonne,1787,90,[51-100],out,in,French,France,Sables,La Rochelle
Sables d' Olonne,1787,42,[21-50],out,in,French,France,Sables d' Olonnes,Charente
Le Croisic,1787,12,[1-20],out,in,French,France,Locmariaquer,La Rochelle
Bourgneuf,1787,30,[21-50],out,in,French,France,Bordeaux,Nantes
Méan,1787,38,[21-50],out,in,French,France,Méan,Nantes
Mediterranée,1787,,,out,in,French,,,Bastia
Auray,1787,30,[21-50],in-out,in,French,France,Plouharmel,
Auray,1787,30,[21-50],out,in,French,France,Plouharmel,Ribérou [Saujon]
Moricq,1787,40,[21-50],out,in,French,France,La Rochelle,La Rochelle
Brest,1787,44,[21-50],out,in,French,France,Port Louis,Nantes
Nantes,1787,44,[21-50],in-out,in,French,France,Port Louis,Port Louis
Libourne,1787,100,[51-100],in-out,in,French,France,Saint Malo,Saint Cast
Quimperlé,1787,18,[1-20],out,in,French,France,Locmariaquer,Nantes
Nantes,1787,28,[21-50],out,in,French,France,Méan,Noirmoutier
Oléron,1787,60,[51-100],out,in,French,France,Libourne,La Rochelle
Brest,1787,17,[1-20],out,in,French,France,Quiberon,Charente
,1787,48,[21-50],out,in,French,France,Argenton,Aber Ildut
Oléron,1787,16,[1-20],out,in,French,France,Libourne,La Rochelle
Bordeaux,1787,34,[21-50],out,in,French,France,Bordeaux,La Rochelle
Bordeaux,1787,34,[21-50],out,in,French,France,Bordeaux,La Rochelle
Lorient,1787,28,[21-50],out,in,French,France,Quiberon,Charente
Esnandes,1787,30,[21-50],out,in,French,France,Lorient,La Rochelle
Cotte d' Afrique,1787,80,[51-100],in-out,in,French,France,Port Vendres,Italie
Monaco,1787,2,[1-20],out,in,Monegasque,Monaco,Monaco,Saint Tropez
Sette,1787,28,[21-50],out,in,French,France,Saint Tropez,Saint Tropez
Honfleur,1787,45,[21-50],out,in,French,,,Rouen
Yarmouth,1787,100,[51-100],out,in,British,Grande-Bretagne,Londres,Charente
Brouage,1787,35,[21-50],out,in,French,France,Brouage,Charente
La Rochelle,1787,35,[21-50],out,in,French,France,Brouage,Charente
Marennes,1787,25,[21-50],out,in,French,France,La Tremblade,La Rochelle
Marennes,1787,20,[1-20],out,in,French,France,La Tremblade,La Rochelle
Rouen,1787,37,[21-50],out,in,French,France,Vannes,Bordeaux
Bordeaux,1787,16,[1-20],out,in,French,,Podensac,Aligre de Marans
La Rochelle,1787,40,[21-50],out,in,French,France,Port d' Envaux,Charente
Rouen,1787,214,[201-500],out,in,French,,,Marseille
Oléron,1787,10,[1-20],out,in,French,France,Oléron,La Rochelle
Oléron,1787,10,[1-20],out,in,French,France,Saint Denis,La Rochelle
Marennes,1787,37,[21-50],out,in,French,France,d' Aligre,Aligre de Marans
La Rochelle,1787,26,[21-50],out,in,French,France,Port d' Envaux,Charente
Oléron,1787,14,[1-20],out,in,French,France,Oléron,La Rochelle
Moricq,1787,40,[21-50],out,in,French,France,La Rochelle,La Rochelle
Moricq,1787,40,[21-50],out,in,French,France,La Rochelle,La Rochelle
Moricq,1787,40,[21-50],out,in,French,France,La Rochelle,La Rochelle
Rouen,1787,95,[51-100],out,in,French,,,Honfleur
Saint Valéry sur Somme,1787,288,[201-500],out,in,French,,,Marseille
Dives,1787,33,[21-50],in-out,in,French,,,Touques
Le Havre,1787,33,[21-50],out,in,French,,,Pont Audemer
Touques,1787,33,[21-50],in-out,in,French,,,Honfleur
,1787,28,[21-50],out,in,French,France,Méan,Saint Nazaire
Moricq,1787,20,[1-20],out,in,French,France,La Rochelle,La Rochelle
Santander,1787,60,[51-100],out,in,French,France,Île d' Yeu,Nantes
Brest,1787,22,[21-50],out,in,French,France,Quiberon,Mortagne
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
La Rochelle,1787,37,[21-50],out,in,French,France,Soubise,Charente
Marennes,1787,37,[21-50],out,in,French,France,Soubise,Charente
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Bordeaux,1787,74,[51-100],out,in,British,Grande-Bretagne,Liverpool,La Rochelle
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Pilau,1787,156,[101-200],in-out,in,NonFrench,,,Dantzick
Dives,1787,16,[1-20],in-out,in,French,,,Touques
Le Havre,1787,16,[1-20],out,in,French,,,Quillebeuf
Caudebec,1787,16,[1-20],out,in,French,,,Le Havre
Côte de Bretagne,1787,12,[1-20],out,in,French,France,Carnac,Aligre de Marans
Espagne [Mediterranean],1787,206,[201-500],in-out,in,French,France,Port Vendres,Italie
Marennes,1787,16,[1-20],out,in,French,France,Quiberon,Lorient
Bordeaux,1787,20,[1-20],out,in,French,France,Oléron,Aligre de Marans
Chalon,1787,14,[1-20],out,in,French,France,Marennes,La Rochelle
Alicant,1787,135,[101-200],out,in,NonFrench,,,Le Havre
La Rochelle,1787,39,[21-50],out,in,French,France,Taillebourg,La Rochelle
La Rochelle,1787,39,[21-50],out,in,French,France,Luçon,Charente
Rochefort,1787,39,[21-50],out,in,French,France,Luçon,Charente
Oléron,1787,125,[101-200],out,in,Dutch,,Frislande,La Rochelle
Quiberon,1787,36,[21-50],out,in,French,France,Quiberon,Nantes
La Rochelle,1787,38,[21-50],out,in,French,France,L' houmée,Charente
Cotes du Portugal,1787,200,[101-200],in-out,in,French,France,Port Vendres,Espagne [Mediterranean]
Cotes du Portugal,1787,200,[101-200],in-out,in,French,France,Port Vendres,Italie
Ile de Ré,1787,28,[21-50],out,in,French,France,Enveau,Charente
Roche Bernard,1787,92,[51-100],out,in,French,France,Nantes,Lorient
Londres,1787,100,[51-100],out,in,Spanish,Espagne,Plasencia,Deva
Mornac,1787,32,[21-50],out,in,French,France,Charente,Charente
Nantes,1787,90,[51-100],out,in,French,France,Nantes,Charente
Lorient,1787,40,[21-50],out,in,French,France,Rhuis,Nantes
Le Havre,1787,300,[201-500],out,in,French,France,Le Havre,La Rochelle
Lorient,1787,90,[51-100],out,in,French,France,Nantes,Nantes
Rouen,1787,32,[21-50],out,in,French,,,Le Havre
Nantes,1787,44,[21-50],out,in,French,France,Lorient,Lorient
Bordeaux,1787,75,[51-100],out,in,French,France,Nantes,Nantes
Caen,1787,58,[51-100],out,in,French,,,Le Havre
Marseille,1787,180,[101-200],out,in,French,France,Nantes,Nantes
La Rochelle,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
La Rochelle,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
La Rochelle,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
Martrou,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
La Rochelle,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
Rochefort,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
Saint Malo,1787,90,[51-100],out,in,French,France,Saint Malo,Nantes
La Rochelle,1787,30,[21-50],out,in,French,France,La Rochelle,La Rochelle
Méan,1787,25,[21-50],out,in,French,France,Méan,Nantes
Méan,1787,25,[21-50],out,in,French,France,Méan,Nantes
Méan,1787,30,[21-50],out,in,French,France,Méan,Nantes
Méan,1787,30,[21-50],out,in,French,France,Méan,Rochefort
Rochefort,1787,30,[21-50],out,in,French,France,Charente,Brest
Espagne [Mediterranean],1787,120,[101-200],in-out,in,French,France,Port Vendres,Italie
Oléron,1787,6,[1-20],out,in,French,France,Oleron,Oléron
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Rochefort
Bruges,1787,80,[51-100],out,in,French,,,Le Havre
Moricq,1787,36,[21-50],out,in,French,France,La Rochelle,La Rochelle
Liverpool,1787,100,[51-100],out,in,British,Grande-Bretagne,Londres,Charente
Libau,1787,70,[51-100],in-out,in,Danish,,,Elseneur
Abbeville,1787,84,[51-100],out,in,French,France,Abbeville,La Rochelle
Le Ferrol,1787,55,[51-100],out,in,French,France,Nantes,Nantes
Rouen,1787,115,[101-200],out,in,French,France,Rouen,Bordeaux
Le Havre,1787,90,[51-100],out,in,French,,,Rouen
Saint Pol,1787,29,[21-50],in-out,in,French,France,Lorient,Morlaix
Italie,1787,,,out,in,French,,,Ajaccio
Langrune,1787,4,[1-20],out,in,French,,,Rouen
Rochefort,1787,100,[51-100],out,in,French,France,Nantes,Nantes
Brest,1787,74,[51-100],out,in,French,France,Rouen,Rouen
Le Passage,1787,12,[1-20],out,in,Spanish,,Bermeo,Bayonne
Le Havre,1787,60,[51-100],out,in,French,,,Rouen
Cote d' Espagne,1787,160,[101-200],in-out,in,French,France,Port Vendres,Italie
Cote d' Espagne,1787,160,[101-200],in-out,in,French,France,Port Vendres,Sardaigne
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Arzon,Ribérou [Saujon]
Nantes,1787,40,[21-50],out,in,French,France,Lorient,Lorient
Paimpol,1787,90,[51-100],out,in,French,France,Paimpol,Le Havre
Touques,1787,80,[51-100],out,in,French,France,Dieppe,Dieppe
Portsmouth,1787,84,[51-100],out,in,British,,,Le Havre
Rochefort,1787,90,[51-100],out,in,French,France,Nantes,Nantes
,1787,33,[21-50],in-out,in,French,France,Carnac,Auray
Saint Brieux,1787,15,[1-20],out,in,French,,,Rouen
Quimper,1787,5,[1-20],in-out,in,French,,Ploemeur,Pont l' Abbé
Soubise,1787,20,[1-20],out,in,French,France,La Rochelle,La Rochelle
Le Havre,1787,100,[51-100],out,in,French,,,Rouen
Rouen,1787,140,[101-200],out,in,French,France,Quilleboeuf,Bordeaux
Cayes Saint Louis,1787,155,[101-200],out,in,French,,,Le Havre
Levant,1787,200,[101-200],in-out,in,French,France,Port Vendres,Italie
Levant,1787,200,[101-200],in-out,in,French,France,Port Vendres,Espagne [Mediterranean]
Espagne [Mediterranean],1787,300,[201-500],in-out,in,French,France,Port Vendres,Italie
Espagne [Mediterranean],1787,150,[101-200],in-out,in,French,France,Port Vendres,Italie
Aligre de Marans,1787,5,[1-20],out,in,French,France,D' Aligre [Marans],Saint Michel en l' Herm
Le Havre,1787,54,[51-100],out,in,French,France,Saint Malo,Charente
Rouen,1787,95,[51-100],out,in,French,France,Bayonne,Bayonne
Le Croisic,1787,4,[1-20],out,in,French,France,Arzon,La Rochelle
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Mediterranée,1787,,,out,in,French,,,Bastia
Nantes,1787,28,[21-50],out,in,French,France,Méan,Noirmoutier
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Redon,1787,28,[21-50],out,in,French,France,Méan,Nantes
Bourgneuf,1787,60,[51-100],out,in,French,France,Quiberon,Nantes
Rouen,1787,100,[51-100],out,in,French,France,Landerneau,Bayonne
Le Havre,1787,56,[51-100],out,in,French,France,Nantes,Nantes
,1787,128,[101-200],out,in,British,,,Le Havre
Marennes,1787,19,[1-20],out,in,French,France,Plouharmel,Lorient
Southampton,1787,79,[51-100],out,in,British,,,Le Havre
Rouen,1787,26,[21-50],out,in,French,,,Le Havre
Waterford,1787,128,[101-200],out,in,British,Grande-Bretagne,Topstham,Ars en Ré
Brouage,1787,32,[21-50],out,in,French,France,Brouage,Charente
Ile de Ré,1787,33,[21-50],out,in,French,France,Saint Savinien,Charente
Ile de Ré,1787,33,[21-50],out,in,French,France,Saint Savinien,Charente
Royan,1787,99,[51-100],out,in,French,France,Saint Savinien,Charente
Hambourg,1787,100,[51-100],out,in,Danish,Danemark,Elseneur,La Rochelle
Bayonne,1787,112,[101-200],out,in,French,France,Le Havre,Le Havre
Noirmoutier,1787,40,[21-50],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,40,[21-50],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,26,[21-50],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,11,[1-20],out,in,French,France,Noirmoutier,Nantes
Honfleur,1787,40,[21-50],out,in,French,France,Noirmoutier,Nantes
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Rouen,1787,110,[101-200],out,in,French,France,Rouen,Bayonne
Rouen,1787,180,[101-200],out,in,French,France,Rouen,Marseille
Bourg [de l' Ile aux Moines],1787,26,[21-50],out,in,French,France,Carnac,Aligre de Marans
Mediterranée,1787,,,out,in,French,,,Bastia
Rouen,1787,115,[101-200],out,in,French,,,Le Havre
Hambourg,1787,111,[101-200],out,in,NonFrench,,,Le Havre
Marennes,1787,38,[21-50],out,in,French,France,Marennes,Charente
Bordeaux,1787,99,[51-100],out,in,French,,Rocque de Tau,Rouen
Lisbonne,1787,106,[101-200],out,in,French,,,Rouen
Paimpol,1787,320,[201-500],out,in,French,France,Paimpol,Nantes
Saint Malo,1787,36,[21-50],out,in,French,France,Saint Malo,Nantes
Ostende,1787,63,[51-100],out,in,French,France,Morlaix,Charente
Bordeaux,1787,45,[21-50],out,in,French,France,Argenton,Argenton
Touques,1787,50,[21-50],out,in,French,,,Rouen
Oléron,1787,32,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Ile Bourbon,1787,286,[201-500],in-out,in,French,France,Saint Malo,Ile de France
Le Havre,1787,100,[51-100],out,in,French,France,Honfleur,Rouen
Le Havre,1787,100,[51-100],out,in,French,France,Honfleur,Rouen
La Rochelle,1787,32,[21-50],out,in,French,France,La Rochelle,Charente
Rouen,1787,80,[51-100],out,in,French,France,Lorient,Lorient
Rouen,1787,80,[51-100],in-out,in,French,France,Lorient,Le Havre
Côte de Bretagne,1787,80,[51-100],in-out,in,French,France,Lorient,Lorient
Port Louis,1787,15,[1-20],in-out,in,French,France,Belle île en mer,Belle Île
Oléron,1787,50,[21-50],out,in,French,France,Saint Savinien,Charente
Redon,1787,22,[21-50],out,in,French,France,Méan,Nantes
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Auray,1787,28,[21-50],out,in,French,France,Méan,Nantes
Chalon,1787,20,[1-20],out,in,French,France,La Rochelle,La Rochelle
Caen,1787,70,[51-100],out,in,French,,,Le Havre
Lorient,1787,12,[1-20],out,in,French,France,Quiberon,Nantes
Saint Martin de Ré,1787,20,[1-20],out,in,French,,Paillet,Le Chateau [d' Oléron]
Oléron,1787,4,[1-20],out,in,French,France,Oleron,Oléron
Oléron,1787,80,[51-100],out,in,French,France,Saint Savinien,Charente
